"crop_rep_number","crop_id","crop_label_english","crop_label","crop_name","season_grown","season_grown.all_year","season_grown.dry_cold","season_grown.dry_hot","season_grown.rain","crop_measurement","crop_measurement_q_en","crop_measurement_q_fr","crop_area","crop_area_unit","crop_area_unit_label","crop_area_conversion","crop_area_conversion_input","crop_area_conversion_col","crop_area_ha","crop_area_ha_2dp","crop_area_ha_note","crop_harvest","crop_yield","crop_yield_units","crop_yield_units_label","crop_yield_units_conversion","crop_yield_conversion_input","crop_yield_units_conversion_col","crop_yield_kg","crop_yield_kg_2dp","crop_yield_note","crop_yield_area","crop_yield_area_2dp","crop_yield_kg_ha","crop_yield_kg_ha_2dp","crop_yield_note2","crop_yield_note3","crop_intercrop","crop_land_area","crop_no2","crop_use","crop_use.eat","crop_use.feed_livestock","crop_use.givetrade","crop_use.no_answer","crop_use.no_harvest","crop_use.save_seed","crop_use.sell","crop_no3","crop_consumed_prop","crop_sold_prop","crop_feed_lstk_prop","crop_seed_saved_prop","crop_no4","crop_sold_income","crop_sold_price_quantityunits","crop_price_quantityunits_other","crop_no5","crop_who_control_revenue","crop_who_control_revenue.Female_adult","crop_who_control_revenue.Female_Youth","crop_who_control_revenue.Male_adult","crop_who_control_revenue.Male_Child","crop_who_control_revenue.Male_Youth","crop_who_control_revenue.no_answer","crop_consume_control","crop_consume_control.Female_adult","crop_consume_control.Female_Youth","crop_consume_control.Male_adult","crop_consume_control.Male_Child","crop_consume_control.Male_Youth","crop_consume_control.no_answer","crop_no6","crop_residue_use","crop_residue_use.burn","crop_residue_use.compost","crop_residue_use.construction","crop_residue_use.feed","crop_residue_use.fuel","crop_residue_use.no_answer","crop_residue_use.sell","crop_residue_use.soil","PARENT_KEY","KEY","crop_label_french","household_id"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"good_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"monoculture","Half",NA,"eat feed_livestock save_seed",1,1,0,0,0,1,0,NA,"Most","","UnderHalf","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:6c4260cc-0888-4da5-b352-8ac236384cd5","uuid:6c4260cc-0888-4da5-b352-8ac236384cd5/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","247"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1400,1,"Kg",1,NA,1,1400,1400,NA,1400,1400,1400,1400,NA,NA,"intercrop","Half",NA,"sell eat",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,250000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:6c4260cc-0888-4da5-b352-8ac236384cd5","uuid:6c4260cc-0888-4da5-b352-8ac236384cd5/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","247"
1,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"good_harvest",7,8,"Sac de 50 Kg",50,NA,50,350,350,NA,7,7,350,350,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:0bdceebe-4639-4853-9991-45e1f044d220","uuid:0bdceebe-4639-4853-9991-45e1f044d220/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maïs","598"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1.5,2,"Tonnes",1000,NA,1000,1500,1500,NA,1.5,1.5,1500,1500,NA,NA,"monoculture","Half",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"UnderHalf","Most","Little","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:6357e9ae-d930-4462-8d1b-42f33f131014","uuid:6357e9ae-d930-4462-8d1b-42f33f131014/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","Y1BBO1"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"monoculture","Half",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"All","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:6357e9ae-d930-4462-8d1b-42f33f131014","uuid:6357e9ae-d930-4462-8d1b-42f33f131014/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","Y1BBO1"
3,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"monoculture","Most",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"Most","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:6357e9ae-d930-4462-8d1b-42f33f131014","uuid:6357e9ae-d930-4462-8d1b-42f33f131014/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Maïs","Y1BBO1"
1,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"bad_harvest",700,1,"Kg",1,NA,1,700,700,NA,700,700,700,700,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:d4c36bbb-1a18-4980-999b-14afdac339a8","uuid:d4c36bbb-1a18-4980-999b-14afdac339a8/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maïs","376"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"bad_harvest",300,1,"Kg",1,NA,1,300,300,NA,300,300,300,300,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:d4c36bbb-1a18-4980-999b-14afdac339a8","uuid:d4c36bbb-1a18-4980-999b-14afdac339a8/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","376"
3,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"bad_harvest",800,1,"Kg",1,NA,1,800,800,NA,800,800,800,800,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:d4c36bbb-1a18-4980-999b-14afdac339a8","uuid:d4c36bbb-1a18-4980-999b-14afdac339a8/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Mil","376"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"monoculture","Most",NA,"eat feed_livestock save_seed",1,1,0,0,0,1,0,NA,"Half","","Half","UnderHalf",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:5259e8df-1b98-4546-977e-146cbd4b91bc","uuid:5259e8df-1b98-4546-977e-146cbd4b91bc/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","7QQCZ8"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",3,2,"Hectares",1,NA,1,3,3,NA,"normal_harvest",5,2,"Tonnes",1000,NA,1000,5000,5000,NA,1.6666666666666667,1.67,1666.6666666666667,1666.67,NA,NA,"monoculture","Most",NA,"eat sell save_seed feed_livestock",1,1,0,0,0,1,1,NA,"Half","Most","UnderHalf","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:a41ca88e-a333-4d3c-9756-c3263bc6c7fb","uuid:a41ca88e-a333-4d3c-9756-c3263bc6c7fb/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","LUKLMY"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",0.5,2,"Hectares",1,NA,1,0.5,0.5,NA,"normal_harvest",1.5,2,"Tonnes",1000,NA,1000,1500,1500,NA,3,3,3000,3000,NA,NA,"monoculture","UnderHalf",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Half","All","Half","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:a41ca88e-a333-4d3c-9756-c3263bc6c7fb","uuid:a41ca88e-a333-4d3c-9756-c3263bc6c7fb/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","LUKLMY"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"intercrop","Half",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Half","Half","","Little",NA,75000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:a7e769d0-6e5e-426f-a713-de7e258e1c98","uuid:a7e769d0-6e5e-426f-a713-de7e258e1c98/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","118"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"monoculture","Half",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Most","UnderHalf","","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:a7e769d0-6e5e-426f-a713-de7e258e1c98","uuid:a7e769d0-6e5e-426f-a713-de7e258e1c98/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","118"
3,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",350,1,"Kg",1,NA,1,350,350,NA,350,350,350,350,NA,NA,"monoculture","Half",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Most","UnderHalf","","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:a7e769d0-6e5e-426f-a713-de7e258e1c98","uuid:a7e769d0-6e5e-426f-a713-de7e258e1c98/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Maïs","118"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,0.5,0.5,500,500,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:430ad947-ee29-4781-aae9-2da03d276bea","uuid:430ad947-ee29-4781-aae9-2da03d276bea/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","K9GK4N"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1.5,2,"Hectares",1,NA,1,1.5,1.5,NA,"good_harvest",600,1,"Kg",1,NA,1,600,600,NA,400,400,400,400,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:001d8064-237a-4682-952a-af84224208b5","uuid:001d8064-237a-4682-952a-af84224208b5/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","393"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"good_harvest",20,8,"Sac de 50 Kg",50,NA,50,1000,1000,NA,10,10,500,500,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:b1e2661d-efc0-4fc4-862b-d864d5414872","uuid:b1e2661d-efc0-4fc4-862b-d864d5414872/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","416"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",0.5,2,"Hectares",1,NA,1,0.5,0.5,NA,"good_harvest",2,2,"Tonnes",1000,NA,1000,2000,2000,NA,4,4,4000,4000,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:38e4efe5-dee3-494a-abe4-32dca58f03cd","uuid:38e4efe5-dee3-494a-abe4-32dca58f03cd/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","239"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"good_harvest",10,8,"Sac de 50 Kg",50,NA,50,500,500,NA,5,5,250,250,NA,NA,"monoculture","UnderHalf",NA,"sell eat",1,0,0,0,0,0,1,NA,"Half","Half","","",NA,600000,"price_per_kg",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:245dc15f-d35a-4858-9ac2-350e7383ba20","uuid:245dc15f-d35a-4858-9ac2-350e7383ba20/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","591"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",0.8,2,"Hectares",1,NA,1,0.8,0.8,NA,"normal_harvest",11,8,"Sac de 50 Kg",50,NA,50,550,550,NA,13.75,13.75,687.5,687.5,NA,NA,"monoculture","Most",NA,"eat save_seed feed_livestock",1,1,0,0,0,1,0,NA,"Most","","Little","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:0d872834-7868-438a-87ab-99f433f32181","uuid:0d872834-7868-438a-87ab-99f433f32181/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","59"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1.5,2,"Hectares",1,NA,1,1.5,1.5,NA,"normal_harvest",20,8,"Sac de 50 Kg",50,NA,50,1000,1000,NA,13.333333333333334,13.33,666.6666666666666,666.67,NA,NA,"monoculture","Most",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"Most","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"soil feed construction",0,0,1,1,0,0,0,1,"uuid:465add4a-27d5-4963-bf64-9d963c91a739","uuid:465add4a-27d5-4963-bf64-9d963c91a739/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","63"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",0.5,2,"Hectares",1,NA,1,0.5,0.5,NA,"normal_harvest",8,8,"Sac de 50 Kg",50,NA,50,400,400,NA,16,16,800,800,NA,NA,"intercrop","Most",NA,"eat save_seed sell",1,0,0,0,0,1,1,NA,"Most","UnderHalf","","Little",NA,160000,"total_income_per_year",NA,NA,"Female_adult",1,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"soil feed",0,0,0,1,0,0,0,1,"uuid:465add4a-27d5-4963-bf64-9d963c91a739","uuid:465add4a-27d5-4963-bf64-9d963c91a739/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","63"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",2400,1,"Kg",1,NA,1,2400,2400,NA,1200,1200,1200,1200,NA,NA,"intercrop","Most",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"UnderHalf","Most","","Little",NA,275000,"total_income_per_year",NA,NA,"Female_adult",1,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:f261283a-c632-4f37-b8a2-9c3984549b77","uuid:f261283a-c632-4f37-b8a2-9c3984549b77/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","9VPWZA"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1.5,2,"Hectares",1,NA,1,1.5,1.5,NA,"normal_harvest",2200,1,"Kg",1,NA,1,2200,2200,NA,1466.6666666666667,1466.67,1466.6666666666667,1466.67,NA,NA,"monoculture","Most",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"Most","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:b38cc01a-c3a3-4f6d-ac35-54fd2bfba033","uuid:b38cc01a-c3a3-4f6d-ac35-54fd2bfba033/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","Q31P6M"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",540,1,"Kg",1,NA,1,540,540,NA,540,540,540,540,NA,NA,"monoculture","Half",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"All","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:82ae8db9-86a7-40f4-aa6b-6c228929dd4b","uuid:82ae8db9-86a7-40f4-aa6b-6c228929dd4b/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","409"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1.5,2,"Hectares",1,NA,1,1.5,1.5,NA,"normal_harvest",11,8,"Sac de 50 Kg",50,NA,50,550,550,NA,7.333333333333333,7.33,366.6666666666667,366.67,NA,NA,"monoculture","Half",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"UnderHalf","Half","","Little",NA,100000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:82ae8db9-86a7-40f4-aa6b-6c228929dd4b","uuid:82ae8db9-86a7-40f4-aa6b-6c228929dd4b/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","409"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",1.5,2,"Tonnes",1000,NA,1000,1500,1500,NA,0.75,0.75,750,750,NA,NA,"monoculture","UnderHalf",NA,"eat sell",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,192000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:bbe4675d-88ac-438a-aa93-88a38267cbfa","uuid:bbe4675d-88ac-438a-aa93-88a38267cbfa/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","603"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1.5,2,"Hectares",1,NA,1,1.5,1.5,NA,"bad_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,0.6666666666666666,0.67,666.6666666666666,666.67,NA,NA,"monoculture","UnderHalf",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:bbe4675d-88ac-438a-aa93-88a38267cbfa","uuid:bbe4675d-88ac-438a-aa93-88a38267cbfa/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","603"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1.5,2,"Hectares",1,NA,1,1.5,1.5,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,0.6666666666666666,0.67,666.6666666666666,666.67,NA,NA,"monoculture","Half",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Half","UnderHalf","Little","UnderHalf",NA,40000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed construction",0,0,1,1,0,0,0,0,"uuid:c8457af5-b785-4bbf-97d7-309c97c6ad33","uuid:c8457af5-b785-4bbf-97d7-309c97c6ad33/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","237"
2,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",0.5,2,"Hectares",1,NA,1,0.5,0.5,NA,"normal_harvest",2,8,"Sac de 50 Kg",50,NA,50,100,100,NA,4,4,200,200,NA,NA,"monoculture","Little",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:c8457af5-b785-4bbf-97d7-309c97c6ad33","uuid:c8457af5-b785-4bbf-97d7-309c97c6ad33/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Maïs","237"
3,18,"Papaya","Papaye",NA,"dry_hot dry_cold",0,1,1,0,"plants","In total, how many Papaye plants did you grow during the last 12 months?","Au total, quelle quantité de Papayeavez-vous cultivé au cours des 12 dernier mois ?",20,3,"Plantes",-99,NA,-99,NA,NA,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,NA,NA,NA,0.05,0.05,NA,NA,NA,NA,"intercrop","UnderHalf",NA,"sell eat",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,250000,"total_income_per_year",NA,NA,"Female_adult",1,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"no_answer",0,0,0,0,0,1,0,0,"uuid:c8457af5-b785-4bbf-97d7-309c97c6ad33","uuid:c8457af5-b785-4bbf-97d7-309c97c6ad33/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Papaye","237"
