"crop_rep_number","crop_id","crop_label_english","crop_label","crop_name","season_grown","season_grown.all_year","season_grown.dry_cold","season_grown.dry_hot","season_grown.rain","crop_measurement","crop_measurement_q_en","crop_measurement_q_fr","crop_area","crop_area_unit","crop_area_unit_label","crop_area_conversion","crop_area_conversion_input","crop_area_conversion_col","crop_area_ha","crop_area_ha_2dp","crop_area_ha_note","crop_harvest","crop_yield","crop_yield_units","crop_yield_units_label","crop_yield_units_conversion","crop_yield_conversion_input","crop_yield_units_conversion_col","crop_yield_kg","crop_yield_kg_2dp","crop_yield_note","crop_yield_area","crop_yield_area_2dp","crop_yield_kg_ha","crop_yield_kg_ha_2dp","crop_yield_note2","crop_yield_note3","crop_intercrop","crop_land_area","crop_no2","crop_use","crop_use.eat","crop_use.feed_livestock","crop_use.givetrade","crop_use.no_answer","crop_use.no_harvest","crop_use.save_seed","crop_use.sell","crop_no3","crop_consumed_prop","crop_sold_prop","crop_feed_lstk_prop","crop_seed_saved_prop","crop_no4","crop_sold_income","crop_sold_price_quantityunits","crop_price_quantityunits_other","crop_no5","crop_who_control_revenue","crop_who_control_revenue.Female_adult","crop_who_control_revenue.Female_Youth","crop_who_control_revenue.Male_adult","crop_who_control_revenue.Male_Child","crop_who_control_revenue.Male_Youth","crop_who_control_revenue.no_answer","crop_consume_control","crop_consume_control.Female_adult","crop_consume_control.Female_Youth","crop_consume_control.Male_adult","crop_consume_control.Male_Child","crop_consume_control.Male_Youth","crop_consume_control.no_answer","crop_no6","crop_residue_use","crop_residue_use.burn","crop_residue_use.compost","crop_residue_use.construction","crop_residue_use.feed","crop_residue_use.fuel","crop_residue_use.no_answer","crop_residue_use.sell","crop_residue_use.soil","PARENT_KEY","KEY","crop_label_french","household_id"
1,27,"Sweet Eggplant","Aubergine douce",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Aubergine douce during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Aubergine douce au cours des 12 dernier mois ?",167,5,"Mètres carrés",1e-4,NA,1e-4,0.0167,0.1,NA,"normal_harvest",500,1,"Kg",1,NA,1,500,500,NA,0.5,0.5,29940.119760479043,29940.12,NA,NA,"intercrop","Half",NA,"eat sell",1,0,0,0,0,0,1,NA,"Half","Most","","",NA,60000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil compost feed",0,1,0,1,0,0,0,1,"uuid:44a21cf7-4190-4fa9-9b58-031d980f85d0","uuid:44a21cf7-4190-4fa9-9b58-031d980f85d0/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Aubergine douce","15"
2,8,"Chilli Peppers","Poivrons",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Poivrons during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Poivrons au cours des 12 dernier mois ?",100,5,"Mètres carrés",1e-4,NA,1e-4,0.01,0.07,NA,"normal_harvest",300,1,"Kg",1,NA,1,300,300,NA,0.42857142857142855,0.43,30000,30000,NA,NA,"no_answer","Half",NA,"eat sell",1,0,0,0,0,0,1,NA,"Half","Most","","",NA,90000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil compost",0,1,0,0,0,0,0,1,"uuid:44a21cf7-4190-4fa9-9b58-031d980f85d0","uuid:44a21cf7-4190-4fa9-9b58-031d980f85d0/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Poivrons","15"
1,27,"Sweet Eggplant","Aubergine douce",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Aubergine douce during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Aubergine douce au cours des 12 dernier mois ?",267,5,"Mètres carrés",1e-4,NA,1e-4,0.0267,0.06,NA,"normal_harvest",800,1,"Kg",1,NA,1,800,800,NA,1.3333333333333333,1.33,29962.5468164794,29962.55,NA,NA,"intercrop","UnderHalf",NA,"eat sell",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,60000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost",0,1,0,1,0,0,0,1,"uuid:9441db9d-46fe-414c-9cda-727a37a81b16","uuid:9441db9d-46fe-414c-9cda-727a37a81b16/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Aubergine douce","9"
2,30,"Onion","Oignon",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Oignon during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Oignon au cours des 12 dernier mois ?",400,5,"Mètres carrés",1e-4,NA,1e-4,0.04,0.08,NA,"normal_harvest",1000,1,"Kg",1,NA,1,1000,1000,NA,1.25,1.25,25000,25000,NA,NA,"intercrop","Half",NA,"eat sell",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,200000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost",0,1,0,1,0,0,0,1,"uuid:9441db9d-46fe-414c-9cda-727a37a81b16","uuid:9441db9d-46fe-414c-9cda-727a37a81b16/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Oignon","9"
1,49,"Tomatoes","Tomates",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Tomates during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Tomates au cours des 12 dernier mois ?",200,5,"Mètres carrés",1e-4,NA,1e-4,0.02,0.03,NA,"normal_harvest",600,1,"Kg",1,NA,1,600,600,NA,2,2,30000,30000,NA,NA,"intercrop","Half",NA,"eat sell",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,90000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil compost",0,1,0,0,0,0,0,1,"uuid:d3c9298b-153b-42b7-8295-ac8bd0877dd3","uuid:d3c9298b-153b-42b7-8295-ac8bd0877dd3/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Tomates","7"
2,22,"Sweet Chili","Piment doux",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Piment doux during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Piment doux au cours des 12 dernier mois ?",667,5,"Mètres carrés",1e-4,NA,1e-4,0.0667,0.08,NA,"normal_harvest",1000,1,"Kg",1,NA,1,1000,1000,NA,1.25,1.25,14992.503748125939,14992.5,NA,NA,"intercrop","UnderHalf",NA,"eat sell",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,250000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:d3c9298b-153b-42b7-8295-ac8bd0877dd3","uuid:d3c9298b-153b-42b7-8295-ac8bd0877dd3/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Piment doux","7"
1,52,"Lemon trees","Citronniers",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Citronniers during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Citronniers au cours des 12 dernier mois ?",333.33,5,"Mètres carrés",1e-4,NA,1e-4,0.033333,0.05,NA,"normal_harvest",10,8,"Sac de 50 Kg",50,NA,50,500,500,NA,0.02,0.02,15000.150001500015,15000.15,NA,NA,"intercrop","UnderHalf",NA,"eat sell",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,36000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil feed compost",0,1,0,1,0,0,0,1,"uuid:2d210dd4-d27b-46af-a690-8196fe057f78","uuid:2d210dd4-d27b-46af-a690-8196fe057f78/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Citronniers","10"
2,29,"Okra","Gombo",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Gombo during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Gombo au cours des 12 dernier mois ?",450,5,"Mètres carrés",1e-4,NA,1e-4,0.045,0.07,NA,"normal_harvest",900,1,"Kg",1,NA,1,900,900,NA,1.2857142857142858,1.29,20000,20000,NA,NA,"intercrop","UnderHalf",NA,"eat sell",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,90000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil compost",0,1,0,0,0,0,0,1,"uuid:2d210dd4-d27b-46af-a690-8196fe057f78","uuid:2d210dd4-d27b-46af-a690-8196fe057f78/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Gombo","10"
1,36,"Peanut","Arachide",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",6000,5,"Mètres carrés",1e-4,NA,1e-4,0.6,0.06,NA,"normal_harvest",510,1,"Kg",1,NA,1,510,510,NA,1.1666666666666667,1.17,850,850,NA,NA,"intercrop","Half",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Half","Little","UnderHalf","Little",NA,115000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed soil compost",0,1,0,1,0,0,0,1,"uuid:ef194708-ff47-45a1-9123-a7bf3f369386","uuid:ef194708-ff47-45a1-9123-a7bf3f369386/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","YEBCEN"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1730.76,5,"Mètres carrés",1e-4,NA,1e-4,0.173076,0.16,NA,"normal_harvest",18,8,"Sac de 50 Kg",50,NA,50,900,900,NA,0.01125,0.01,5200.027733481245,5200.03,NA,NA,"monoculture","Most",NA,"eat feed_livestock save_seed",1,1,0,0,0,1,0,NA,"Most","","UnderHalf","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil feed construction",0,0,1,1,0,0,0,1,"uuid:ef194708-ff47-45a1-9123-a7bf3f369386","uuid:ef194708-ff47-45a1-9123-a7bf3f369386/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","YEBCEN"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",9090.9,5,"Mètres carrés",1e-4,NA,1e-4,0.90909,0,NA,"normal_harvest",772,1,"Kg",1,NA,1,772,772,NA,1000,1000,849.2008492008492,849.2,NA,NA,"intercrop","All",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Half","Half","UnderHalf","Little",NA,200000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"compost feed soil",0,1,0,1,0,0,0,1,"uuid:0bb20363-7398-44cf-8fec-ed5cb7fb86f8","uuid:0bb20363-7398-44cf-8fec-ed5cb7fb86f8/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","OCGA32"
1,54,"Bissap","Bissap",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Bissap during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Bissap au cours des 12 dernier mois ?",666.66,5,"Mètres carrés",1e-4,NA,1e-4,0.066666,0.05,NA,"good_harvest",100,1,"Kg",1,NA,1,100,100,NA,0.2,0.2,1500.0150001500015,1500.02,NA,NA,"monoculture","All",NA,"sell",0,0,0,0,0,0,1,NA,"","","","",NA,0,"price_per_kg",NA,NA,"Female_Youth",0,1,0,0,0,0,"",0,0,0,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:40810bbe-a3e0-428e-9251-41d3225fed47","uuid:40810bbe-a3e0-428e-9251-41d3225fed47/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Bissap","OKP10G"
1,27,"Sweet Eggplant","Aubergine douce",NA,"dry_hot",0,0,1,0,"area","In total, how much land did you use for growing Aubergine douce during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Aubergine douce au cours des 12 dernier mois ?",566.66,5,"Mètres carrés",1e-4,NA,1e-4,0.056665999999999994,0.05,NA,"good_harvest",1500,1,"Kg",1,NA,1,1500,1500,NA,0,0,26470.899657643033,26470.9,NA,NA,"monoculture","All",NA,"sell",0,0,0,0,0,0,1,NA,"","","","",NA,0,"total_income_per_year",NA,NA,"no_answer",0,0,0,0,0,1,"",0,0,0,0,0,0,NA,"no_answer",0,0,0,0,0,1,0,0,"uuid:cdcb3b8f-4730-4f02-9540-e23fda56f563","uuid:cdcb3b8f-4730-4f02-9540-e23fda56f563/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Aubergine douce","TZMP1N"
1,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",2515.38,5,"Mètres carrés",1e-4,NA,1e-4,0.251538,0.05,NA,"normal_harvest",1700,1,"Kg",1,NA,1,1700,1700,NA,3.4,3.4,6758.422186707377,6758.42,NA,NA,"monoculture","UnderHalf",NA,"eat feed_livestock",1,1,0,0,0,0,0,NA,"Most","","Little","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:3b9ea81a-91d4-4c80-988c-63162c3ac129","uuid:3b9ea81a-91d4-4c80-988c-63162c3ac129/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maïs","QERJYC"
2,49,"Tomatoes","Tomates",NA,"dry_hot dry_cold",0,1,1,0,"area","In total, how much land did you use for growing Tomates during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Tomates au cours des 12 dernier mois ?",1333.33,5,"Mètres carrés",1e-4,NA,1e-4,0.13333299999999998,0.1,NA,"good_harvest",600,1,"Kg",1,NA,1,600,600,NA,0.6,0.6,4500.011250028126,4500.01,NA,NA,"intercrop","Little",NA,"sell eat",1,0,0,0,0,0,1,NA,"UnderHalf","Half","","",NA,350000,"price_per_kg",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:d907d35c-cf7c-45c1-9833-8ae54d3a5d17","uuid:d907d35c-cf7c-45c1-9833-8ae54d3a5d17/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Tomates","254"
1,30,"Onion","Oignon",NA,"dry_cold",0,1,0,0,"area","In total, how much land did you use for growing Oignon during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Oignon au cours des 12 dernier mois ?",1600,5,"Mètres carrés",1e-4,NA,1e-4,0.16,0.1,NA,"normal_harvest",4000,1,"Kg",1,NA,1,4000,4000,NA,4,4,25000,25000,NA,NA,"monoculture","UnderHalf",NA,"eat sell",1,0,0,0,0,0,1,NA,"Little","Half","","",NA,1100000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult Female_Youth",0,1,1,0,0,0,NA,"compost",0,1,0,0,0,0,0,0,"uuid:6cf16bc8-a8c2-438c-856f-4a001e9811d8","uuid:6cf16bc8-a8c2-438c-856f-4a001e9811d8/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Oignon","23"
3,53,"Cowpea","Niébé",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Niébé during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Niébé au cours des 12 dernier mois ?",3.33,5,"Mètres carrés",1e-4,NA,1e-4,3.33e-4,0.03,NA,"normal_harvest",5,1,"Kg",1,NA,1,5,5,NA,0.016666666666666666,0.02,15015.015015015015,15015.02,NA,NA,"intercrop","UnderHalf",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"Most","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil feed",0,0,0,1,0,0,0,1,"uuid:cd264ab4-db66-4444-ba2c-5bedad70ebc7","uuid:cd264ab4-db66-4444-ba2c-5bedad70ebc7/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Niébé","64"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",3200,5,"Mètres carrés",1e-4,NA,1e-4,0.32,0,NA,"normal_harvest",272,1,"Kg",1,NA,1,272,272,NA,26.666666666666668,26.67,850,850,NA,NA,"monoculture","Most",NA,"save_seed sell feed_livestock eat",1,1,0,0,0,1,1,NA,"UnderHalf","UnderHalf","Little","Little",NA,75000,"total_income_per_year",NA,NA,"Female_Youth",0,1,0,0,0,0,"Female_Youth",0,1,0,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:20250782-cf22-4869-b243-2b8da7cf4ac8","uuid:20250782-cf22-4869-b243-2b8da7cf4ac8/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","147"
1,30,"Onion","Oignon",NA,"dry_cold",0,1,0,0,"area","In total, how much land did you use for growing Oignon during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Oignon au cours des 12 dernier mois ?",1800,5,"Mètres carrés",1e-4,NA,1e-4,0.18,0.08,NA,"normal_harvest",4500,1,"Kg",1,NA,1,4500,4500,NA,5.625,5.63,25000,25000,NA,NA,"monoculture","Half",NA,"sell eat",1,0,0,0,0,0,1,NA,"Little","Half","","",NA,950000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Female_Youth Male_adult",0,1,1,0,0,0,NA,"compost soil",0,1,0,0,0,0,0,1,"uuid:e669b858-b13f-457c-9f73-809aeb7c591f","uuid:e669b858-b13f-457c-9f73-809aeb7c591f/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Oignon","24"
1,18,"Papaya","Papaye",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Papaye during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Papaye au cours des 12 dernier mois ?",200,5,"Mètres carrés",1e-4,NA,1e-4,0.02,0.02,NA,"normal_harvest",1000,1,"Kg",1,NA,1,1000,1000,NA,6.666666666666667,6.67,50000,50000,NA,NA,"no_answer","UnderHalf",NA,"sell eat givetrade",1,0,1,0,0,0,1,NA,"UnderHalf","UnderHalf","","",NA,500000,"total_income_per_year",NA,NA,"Male_adult Male_Youth Female_adult",1,0,1,0,1,0,"Female_adult Male_Youth Male_adult",1,0,1,0,1,0,NA,"no_answer",0,0,0,0,0,1,0,0,"uuid:94b2fb26-d89c-42c0-a7b4-966025e55a6a","uuid:94b2fb26-d89c-42c0-a7b4-966025e55a6a/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Papaye","13"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2500,5,"Mètres carrés",1e-4,NA,1e-4,0.25,0.25,NA,"bad_harvest",212,1,"Kg",1,NA,1,212,212,NA,0,0,848,848,NA,NA,"intercrop","Half",NA,"no_harvest",0,0,0,0,1,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"",0,0,0,0,0,0,NA,"",0,0,0,0,0,0,0,0,"uuid:434ffdae-4523-4b33-a5c0-8d73a5f05352","uuid:434ffdae-4523-4b33-a5c0-8d73a5f05352/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","581"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",288.46,5,"Mètres carrés",1e-4,NA,1e-4,0.028845999999999997,0.25,NA,"good_harvest",150,1,"Kg",1,NA,1,150,150,NA,0.06,0.06,5200.027733481246,5200.03,NA,NA,"intercrop","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"burn",1,0,0,0,0,0,0,0,"uuid:434ffdae-4523-4b33-a5c0-8d73a5f05352","uuid:434ffdae-4523-4b33-a5c0-8d73a5f05352/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","581"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1153.84,5,"Mètres carrés",1e-4,NA,1e-4,0.11538399999999999,0.05,NA,"normal_harvest",600,1,"Kg",1,NA,1,600,600,NA,1.2,1.2,5200.027733481246,5200.03,NA,NA,"monoculture","UnderHalf",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:a6585630-6dba-4c60-9eef-3e68270468c3","uuid:a6585630-6dba-4c60-9eef-3e68270468c3/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","114"
3,53,"Cowpea","Niébé",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Niébé during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Niébé au cours des 12 dernier mois ?",33.33,5,"Mètres carrés",1e-4,NA,1e-4,0.003333,0.05,NA,"normal_harvest",1,8,"Sac de 50 Kg",50,NA,50,50,50,NA,0.002,0,15001.500150015001,15001.5,NA,NA,"intercrop","UnderHalf",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Most","Little","","Little",NA,15000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:8a947650-1009-400b-9cfd-54e3b482f5d4","uuid:8a947650-1009-400b-9cfd-54e3b482f5d4/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Niébé","47"
4,54,"Bissap","Bissap",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Bissap during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Bissap au cours des 12 dernier mois ?",166.66,5,"Mètres carrés",1e-4,NA,1e-4,0.016666,0.03,NA,"normal_harvest",1,7,"Sac de 25 kg",25,NA,25,25,25,NA,0.0033333333333333335,0,1500.060002400096,1500.06,NA,NA,"intercrop","UnderHalf",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Most","Little","","Little",NA,5000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:8a947650-1009-400b-9cfd-54e3b482f5d4","uuid:8a947650-1009-400b-9cfd-54e3b482f5d4/survey_grp/SECTION_Crop_Productivity/crop_repeat[4]","Bissap","47"
1,8,"Chilli Peppers","Poivrons",NA,"dry_hot",0,0,1,0,"area","In total, how much land did you use for growing Poivrons during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Poivrons au cours des 12 dernier mois ?",100,5,"Mètres carrés",1e-4,NA,1e-4,0.01,0.01,NA,"normal_harvest",300,1,"Kg",1,NA,1,300,300,NA,3,3,30000,30000,NA,NA,"intercrop","Half",NA,"sell",0,0,0,0,0,0,1,NA,"","","","",NA,240000,"total_income_per_year",NA,NA,"Female_Youth",0,1,0,0,0,0,"",0,0,0,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:cc05c495-e597-43fa-a96c-4ae7ca1041a0","uuid:cc05c495-e597-43fa-a96c-4ae7ca1041a0/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Poivrons","151"
2,48,"Lettuce","Laitue",NA,"dry_cold",0,1,0,0,"area","In total, how much land did you use for growing Laitue during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Laitue au cours des 12 dernier mois ?",37.5,5,"Mètres carrés",1e-4,NA,1e-4,0.00375,0.01,NA,"good_harvest",150,1,"Kg",1,NA,1,150,150,NA,1.5,1.5,40000,40000,NA,NA,"monoculture","Half",NA,"sell",0,0,0,0,0,0,1,NA,"","","","",NA,150000,"total_income_per_year",NA,NA,"Female_Youth",0,1,0,0,0,0,"",0,0,0,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:cc05c495-e597-43fa-a96c-4ae7ca1041a0","uuid:cc05c495-e597-43fa-a96c-4ae7ca1041a0/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Laitue","151"
1,48,"Lettuce","Laitue",NA,"dry_hot",0,0,1,0,"area","In total, how much land did you use for growing Laitue during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Laitue au cours des 12 dernier mois ?",75,5,"Mètres carrés",1e-4,NA,1e-4,0.0075,0.02,NA,"normal_harvest",300,1,"Kg",1,NA,1,300,300,NA,2,2,40000,40000,NA,NA,"intercrop","Most",NA,"eat sell",1,0,0,0,0,0,1,NA,"Most","Most","","",NA,100000,"total_income_per_year",NA,NA,"Female_Youth",0,1,0,0,0,0,"Female_Youth",0,1,0,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:7e040a08-0f78-48ff-a295-d9c192bc1ed5","uuid:7e040a08-0f78-48ff-a295-d9c192bc1ed5/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Laitue","302"
2,17,"Lemon Grass","Citronnelle",NA,"all_year",1,0,0,0,"area","In total, how much land did you use for growing Citronnelle during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Citronnelle au cours des 12 dernier mois ?",20,5,"Mètres carrés",1e-4,NA,1e-4,0.002,0,NA,"good_harvest",30,1,"Kg",1,NA,1,30,30,NA,3,3,15000,15000,NA,NA,"intercrop","Most",NA,"eat sell",1,0,0,0,0,0,1,NA,"Most","Most","","",NA,50000,"total_income_per_year",NA,NA,"Female_Youth",0,1,0,0,0,0,"Female_Youth",0,1,0,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:7e040a08-0f78-48ff-a295-d9c192bc1ed5","uuid:7e040a08-0f78-48ff-a295-d9c192bc1ed5/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Citronnelle","302"
3,8,"Chilli Peppers","Poivrons",NA,"dry_hot",0,0,1,0,"area","In total, how much land did you use for growing Poivrons during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Poivrons au cours des 12 dernier mois ?",166.66,5,"Mètres carrés",1e-4,NA,1e-4,0.016666,0.01,NA,"normal_harvest",500,1,"Kg",1,NA,1,500,500,NA,5,5,30001.20004800192,30001.2,NA,NA,"intercrop","Most",NA,"eat sell",1,0,0,0,0,0,1,NA,"Most","Most","","",NA,500000,"total_income_per_year",NA,NA,"Female_Youth",0,1,0,0,0,0,"Female_Youth",0,1,0,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:7e040a08-0f78-48ff-a295-d9c192bc1ed5","uuid:7e040a08-0f78-48ff-a295-d9c192bc1ed5/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Poivrons","302"
